time,x,y,z,vx,vy,vz,Eccentricity
0,0.2560354349321947,-2.2196292444368764,9.633660605447972,0.0,-1944.5009996042215,-439.55244767810836,0.0,0.026155490865900355
0,0.25609813698658224,-2.341371941032821,9.605326840984034,0.0,-1938.659554124572,-464.1935287448646,0.0,0.028816114530231154
0,0.25616050453826694,-2.4620921961330895,9.5756139377405,0.0,-1932.5413673117891,-488.62533742284404,0.0,0.031687130237629854
0,0.2562231226283659,-2.582903888900749,9.544251269367253,0.0,-1926.090716849736,-513.0733733229234,0.0,0.03462766679012557
0,0.25628758204275587,-2.7068359504026263,9.51037013011533,0.0,-1919.1292917456879,-538.150544014656,0.0,0.03751685027142391
0,0.25635558021256677,-2.837073638962061,9.472880366908166,0.0,-1911.433999059729,-564.5011676112772,0.0,0.04020016650157932
0,0.25642291430214087,-2.9655118040765034,9.433994763190318,0.0,-1903.4595180246702,-590.4852961230611,0.0,0.042307410552647334
0,0.25649076697198303,-3.094383949143733,9.39304364893031,0.0,-1895.0685068309517,-616.5549050973784,0.0,0.043751803063052645
0,0.2565593409716261,-3.2240353205517946,9.34986412363677,0.0,-1886.2277871381896,-642.7798895759724,0.0,0.04446504731251771
0,0.2566278555474571,-3.352956532287885,9.304930329124073,0.0,-1877.0345482641558,-668.8550327098742,0.0,0.044456297715021124
0,0.2566951191120093,-3.4788992383233266,9.259083403492165,0.0,-1867.6607184146378,-694.3257761204766,0.0,0.043854807431249566
0,0.25676097225281963,-3.6015792329704297,9.212542287378929,0.0,-1858.150728738329,-719.1348748440919,0.0,0.04286969034301197
0,0.2568260507229021,-3.7221902942360017,9.164947786116034,0.0,-1848.4309285793527,-743.5239405575461,0.0,0.04172507348888047
0,0.256889576521191,-3.839303837836971,9.116962004341602,0.0,-1838.6362763718018,-767.2042836395312,0.0,0.040660182671511176
0,0.25694991071105044,-3.9499487816226404,9.069997890055197,0.0,-1829.0546608741133,-789.5754007715047,0.0,0.03986411451014218
0,0.25700828372754836,-4.05643937263862,9.023279053332493,0.0,-1819.527154440889,-811.1054397844504,0.0,0.03938502332665316
0,0.25706660688990324,-4.1622762375586815,8.975348288737598,0.0,-1809.7564013333408,-832.5022729980301,0.0,0.03920078552148748
0,0.2571244833677992,-4.266732016270242,8.926554344995392,0.0,-1799.8134651647258,-853.6189243004981,0.0,0.039238999150643224
0,0.2571794362430819,-4.365372330139462,8.879097150808542,0.0,-1790.1463351273342,-873.5590789334885,0.0,0.039363298155077484
0,0.2572333131168233,-4.461559707384474,8.831508263170633,0.0,-1780.4555425717433,-893.002607139968,0.0,0.03943984589312908
0,0.25728808784376045,-4.558808945519784,8.782055411793834,0.0,-1770.3883329107794,-912.6600413162621,0.0,0.03934880114716221
0,0.25734167623439647,-4.653412638069301,8.732634581236102,0.0,-1760.3306612492815,-931.782028249936,0.0,0.03900162073423018
0,0.2573940353965936,-4.745320478302729,8.683360465619987,0.0,-1750.3056787166665,-950.3584783738943,0.0,0.03836430204187058
